tweet_id,text,task1,task2,ID
1123513972819484672,"RT @Kpoop_star: CALLING THE 19.5M FOLLOWERS OF BTS AND TO ALL THE ARMYS AROUND THE WORLD, WE NEED YOUR HELP TO VOTE

IF YOU SEE THIS PLEASE…",NOT,NONE,hasoc_2020_en_359
1123760425940791296,I need to see him perform this live😭,NOT,NONE,hasoc_2020_en_2159
1123581719226060801,"RT @AlexMcL_18: Thing that annoys me the most is blaming people’s bad mental health for drinking or drugs, and never thinking about the rea…",NOT,NONE,hasoc_2020_en_3290
1123587670951768064,RT @Bizzlecrownz: Another acoustic masterpiece that were left in the dust.. @justinbieber we need the rest of these amazing songs ♛ https:/…,NOT,NONE,hasoc_2020_en_4443
1123637700622462977,@RacerX393 Not stupid!,NOT,NONE,hasoc_2020_en_3097
1126879763388301312,I think I’m boutta fw Waffle House,NOT,NONE,hasoc_2020_en_2575
1130320413861515267,"RT @sloormp: Gavin: i want some fucking bread

Nines, a in bread costume: now to commence the fucking",HOF,PRFN,hasoc_2020_en_4610
1126879041946939394,I look forward to my days off but all I want to do is sleep the day away 😴😴😴 https://t.co/suZpa0Spw8,NOT,NONE,hasoc_2020_en_2949
1127088815875723266,"RT @efurubizzle: Jhené Aiko really out here talking her shit and she telling it all, she don’t give two fucks 💯 🔥 https://t.co/mHffZihTYw",HOF,PRFN,hasoc_2020_en_1273
1126740877416648704,"Girl, fuck that fuckboy",HOF,PRFN,hasoc_2020_en_698
1130103136348196864,Why can't we use controller on this game? i just want to get better. please tell me.,NOT,NONE,hasoc_2020_en_865
1130001374119366657,RT @rodcraigartist: I'd be interested to know who bought my postcard from @twitrartexhibit in Edinburgh if you're out there :) https://t.co…,NOT,NONE,hasoc_2020_en_4395
1130264075961819137,I hate a Terry Silver ass nigga 😤,HOF,PRFN,hasoc_2020_en_2982
1126917189158756358,Might fuck around and have to pay me in blood.,HOF,PRFN,hasoc_2020_en_2184
1123612190857150464,"RT @atrupar: .@SenatorDurbin: ""I have been listening carefully to my Republican colleagues &amp; it seems they're going to coordinate a 'lock h…",NOT,NONE,hasoc_2020_en_788
1123625834919677952,RT @soulfulvegan269: I cannot believe for the first 29 years of my life I didn’t know cows had to be pregnant to produce milk. Fuck dairy f…,HOF,PRFN,hasoc_2020_en_1340
1123515382126514177,"Perhaps most frustrating is the insinuation that s106 is used to shore up council finances. Rather than, you know,… https://t.co/GD4qZQyLuI",NOT,NONE,hasoc_2020_en_729
1123676594407657474,"RT @chaewwon: mbbs really said FUCK kihyun we want the spoon pen
https://t.co/MeL3i5leDQ",HOF,PRFN,hasoc_2020_en_4079
1127055525689077760,RT @Toonz_2You: I need a “ come spend a night “ text 😩,NOT,NONE,hasoc_2020_en_3197
1126904316852428801,"@PulgasBoxeo @daire_nugent @Mr_Yib he is a tory isn't mates with cameron, That ben voice is fucking whiney and he i… https://t.co/F35aFqtnlj",HOF,PRFN,hasoc_2020_en_2516
1123680365053394945,RT @eTheHustla: The club owner is asking for community’s help to get the club where it needs to be so it can open again. Here’s the gofundm…,NOT,NONE,hasoc_2020_en_4838
1126915725355098112,"RT @NoyeluE: When a girl suddenly stop singing while she's bathing...
My brother, just know that she's washing her Iskaba Iskelebete Iskolo…",HOF,OFFN,hasoc_2020_en_4923
1123700917151383553,"So we’re getting close to the Suffolk Skeet this weekend (Sunday) at Eriswell Lodge, training is going well for sev… https://t.co/tcjDORsEet",NOT,NONE,hasoc_2020_en_4136
1126940761168150528,@NEDARBNAGROM I fuck with you but don’t get mad at people trying to seek opportunities when you never specified your tweet enough,HOF,PRFN,hasoc_2020_en_4688
1130142684440477696,"@MamataOfficial That’s ok, the rest of the country doesn’t trust you, so we are even",NOT,NONE,hasoc_2020_en_4383
1130318534838509568,"Another day! It's May 20, 2019 at 11:45AM #RenHotels #MRpoints have s lunch",NOT,NONE,hasoc_2020_en_4792
1126887896131297280,RT @gaypaulitumblr: a rivet instead of a lock stops all pathetic begging for release... #teamlocked #chastity #permanentchastity #gayslave…,NOT,NONE,hasoc_2020_en_781
1123603005314613248,"RT @Paola_Dec1231: Am I the only one who sees the hypocrisy here?

I love your sister. She totally fucking rocks. Tell her to DM me.

By th…",HOF,PRFN,hasoc_2020_en_2310
1123554569508859905,"4 days left of the semester, shit is kicking my ass 🤦🏾‍♀️",HOF,PRFN,hasoc_2020_en_4278
1123729350338203649,RT @MollyJongFast: Did the holy water start to boil? https://t.co/93MsyQPq5x,NOT,NONE,hasoc_2020_en_2003
1126805658429353984,"Fuck the tetris bullies
 #Tetris99 #Tetris #NintendoSwitch https://t.co/DM7BcPftss",HOF,PRFN,hasoc_2020_en_3881
1126964043724546056,RT @mommyinadaze: Today is my 39th birthday😳 An amazing birthday gift would be for this fucking asshole deranged lunatic to get the fuck ou…,HOF,PRFN,hasoc_2020_en_3644
1126948445112164352,Just walking out that fucking place im exhausted 😩,HOF,PRFN,hasoc_2020_en_824
1130261278398853121,"What a jerk, you moron that could have been your mother, grandmother, Aunt. I hope they keep@you in jail.",NOT,NONE,hasoc_2020_en_1562
1126955185345982464,RT @LillyMSantiago: LMFAOOO YOU KNOW WHAT THE BEST PART OF TATI EXPOSING JAMES CHARLES IS?!?! HOMEBOY IS IN FUCKING AUSTRALIA RIGHT NOW AND…,HOF,PRFN,hasoc_2020_en_3930
1123574169474441217,RT @licht_2084: Bet ko talaga si Dawn. She doesn't have any filter but she speaks facts. She's not bias and sees the situation in a rationa…,NOT,NONE,hasoc_2020_en_2494
1126928568305348608,"RT @stfuIol: over 7 billion people in this world and you think I'm gonna chase someone who doesn't even want me? hahah

that's exactly what…",NOT,NONE,hasoc_2020_en_1884
1123806848489013249,RT @taegisnt: HELLO WHAT THE FUCK https://t.co/lPXqbq35Lh,HOF,PRFN,hasoc_2020_en_1719
1130225496770269184,RT @realDonaldTrump: My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A reall…,NOT,NONE,hasoc_2020_en_2401
1123763043182239746,RT @relijoon: i have absolutely no idea what’s going on in this video but it just put the biggest smile on my face they’re all enjoying the…,NOT,NONE,hasoc_2020_en_113
1123598840395964416,RT @StolleryKids: Get your #Stollery tote bag at @WalmartCanada today! Stop by your local store and buy a tote for $3. All proceeds go to s…,NOT,NONE,hasoc_2020_en_1610
1126891121555144704,RT @Kathyyyortiz: If I ever get married I want my ring to look like this! https://t.co/YAui2uuN3w,NOT,NONE,hasoc_2020_en_4184
1126946754820231168,RT @llaurenaaaa: @melanislays that shit make you wanna go home 😢😂,HOF,PRFN,hasoc_2020_en_4913
1123812754098462723,"RT @igetloudtf: I love my man being clingy. Lay on me, lick my face, bite my ass, kiss me alll over my face, tickle me, rub alll over me, &amp;…",HOF,PRFN,hasoc_2020_en_3839
1130208023291551745,@Bloops_ BITCH REST,HOF,PRFN,hasoc_2020_en_2672
1123563142678753281,RT @TVietor08: This guy is a world-class asshole https://t.co/3kafuVrgWj,HOF,OFFN,hasoc_2020_en_5355
1130161382643707910,"@Deagonfly I couldn't agree more. Yes, We go abroad and expect to abide by that country's laws. Is it so strange th… https://t.co/mxbl3JIGAH",NOT,NONE,hasoc_2020_en_785
1123720076744589312,but fr amazon has been coming in clutch with my last minute ass lmao tryna scramble &amp; buy shit hella close to the c… https://t.co/DLzxqGAhRI,HOF,PRFN,hasoc_2020_en_2807
1123626975778824193,RT @mschikis1128: When people do stupid ish and you warned them not to https://t.co/vVozNrVlAy,HOF,OFFN,hasoc_2020_en_4599
1126885991946416128,RT @Xcanogilbert: If you’re working towards something HANDLE THAT SHIT BIHHHH https://t.co/QBr3vPXz0W,NOT,NONE,hasoc_2020_en_26
1123556075263758336,@zpxlng ground away by his legs,NOT,NONE,hasoc_2020_en_1205
1130171235080523776,RT @rizzzy__: “ WELL THATS TO DAMN BAD “ always gets me lmaooooo https://t.co/tmB3BfheRn,HOF,PRFN,hasoc_2020_en_5108
1123689739348008960,Need some for WW2 $8s with Tarzan Intechs Cruce Unrational and Sammy,NOT,NONE,hasoc_2020_en_5160
1126819797440897026,@richie_bhoy fuck 😂😂😂 good looking guy obviously,HOF,PRFN,hasoc_2020_en_4225
1127032528328466432,@giftedsole Damn bro. Knee or ankle?,NOT,NONE,hasoc_2020_en_2719
1126832149657792512,You can’t tell ppl your throat hurt boyy they gone automatically assume the negative 🙄,NOT,NONE,hasoc_2020_en_2134
1126818639783636992,"RT @funder: Raise your hand if you agree, Putin owns the GOP. 🤚 #TrumpsGOP",NOT,NONE,hasoc_2020_en_4682
1123691907811565569,"RT @2019thoughts: ""IF I CAN’T HAVE YOU"". BITCH YOU CAN HAVE ME, ALL OF ME. @ShawnMendes",HOF,PRFN,hasoc_2020_en_4945
1130065513453948929,Truly sick.,HOF,PRFN,hasoc_2020_en_3247
1127000047621591040,"Adulting sucks. I don't wanna vote for any of these racist, sexist, homophobic assholes who think climate change is… https://t.co/GmBrcFfHzE",HOF,PRFN,hasoc_2020_en_1682
1130113303345225728,@shalini_patel14 Fine &amp;u,NOT,NONE,hasoc_2020_en_542
1123690704021196801,@PajaritoDeIvan Total don Ivan,NOT,NONE,hasoc_2020_en_74
1123747134199750658,"@KyleKallgren I am unfollowing you, I will never watch one of your vids again, shove your high concept up your ass, go to Hell.",HOF,PRFN,hasoc_2020_en_1574
1126841377101189120,RT @Bitterrootguy: @Dax_x98 seriously...who the fuck thinks this is ok?!!,HOF,PRFN,hasoc_2020_en_83
1123546604533878784,My mother nowwwww threaten to kick me out because SHE left a cup and a plate in the sink for 2 days and I didn't wa… https://t.co/oRtbKqhaE2,NOT,NONE,hasoc_2020_en_1739
1127044666661191680,@ParasiteAHCF Embroidery would be a good place to start. Children have very small hands that are well-suited to fine needlework.,NOT,NONE,hasoc_2020_en_1018
1123552665303076864,I don’t need u 👅,NOT,NONE,hasoc_2020_en_630
1123637482518712320,Yup yup keep talkin. What card??,NOT,NONE,hasoc_2020_en_2024
1123705476364025861,RT @Macdaddysammy: I ain’t gon lie I’m ready for Miami mane.. I’m making the best of this trip regardless.. shit been hitting me left and r…,NOT,NONE,hasoc_2020_en_1292
1130267993470951424,soundcloud user: i know exactly what i want and who i want to be,NOT,NONE,hasoc_2020_en_3208
1123477469825249288,"RT @nowthisnews: ‘No matter what faith or religion you’re from, we all have to make the world a better place.’ — Rabbi Yisroel Goldstein ca…",NOT,NONE,hasoc_2020_en_3109
1126949539821359105,RT @IBJIYONGI: Wow @NatashaTynes you’re a fucking snitch https://t.co/cOsRcSlv5J,HOF,OFFN,hasoc_2020_en_2348
1123650040252313600,@gloriousguard ik its like so fcking out of the blue???? like u dont need to say that shit to be funny. you man,HOF,PRFN,hasoc_2020_en_202
1126876739299434496,VM2 IS FUCKING DONE,HOF,PRFN,hasoc_2020_en_4746
1123744084932333568,RT @Kokomothegreat: Idc what your opinion is on @KamalaHarris (and dont wanna hear it) BUT she shut that shit down today with @maziehirono.…,HOF,PRFN,hasoc_2020_en_1464
1126888672094068736,"RT @MrArsenicTM: Özil’s agent: “Mesut will be staying until at least 2021, and the fans need not to worry about the gossip that may come th…",NOT,NONE,hasoc_2020_en_1539
1127035132983091202,RT @JesseGladsaget: Fuck Steph Curry,HOF,PRFN,hasoc_2020_en_2680
1123629613974994949,"@ElspethEastman @looper I am so embarrassed now ahaha - it sounded just like you, I am sorry :( lol",NOT,NONE,hasoc_2020_en_907
1126905474459127808,"@wyominghippie1 Of course it's hard, you're doing it all.
You need to get her full help.
I know it's terrifying on… https://t.co/gTNXsEqKTI",NOT,NONE,hasoc_2020_en_3979
1126742869694341120,"RT @slurpee_crank: what i learn from everything is, the lesser you know about something, the better. you dont need to know, what people say…",NOT,NONE,hasoc_2020_en_802
1130167976093802496,@nuby_1k Well damn 🤣♿️,HOF,PRFN,hasoc_2020_en_3489
1123507828168151040,"RT @ApostateRidvan: Ex-Muslim: I left Islam.

Muslim: So? Why do you have to tell everyone? What are your qualifications, you ignorant atte…",NOT,NONE,hasoc_2020_en_5232
1126961938204852229,@Luvs2Dream82 What the Fuck....,HOF,PRFN,hasoc_2020_en_734
1130126234392961024,"RT @BtzuWRLD: F/A i need a good team 
- I‘m Slayer will drop my kills if u give me good calls and dont scream all the time
- No kids , no b…",NOT,NONE,hasoc_2020_en_4316
1130178839332696064,"RT @M3lchyyy: Before mdeportiwe nadai kuwashow 
"" Petite girls are the shit😍😍😋 """,HOF,HATE,hasoc_2020_en_3938
1126881734719692805,RT @richthekid: Bitch if I think my bitch is badder than Rihanna I can!! Cuz she is idgaf who think differently https://t.co/DNt6auHKLd,HOF,PRFN,hasoc_2020_en_4343
1123663575283851264,"RT @dawnf1re: Damn, getting awfully close to 5k 👀 ok, so if I had an art giveaway for the follower milestone would you prefer to see a raff…",NOT,NONE,hasoc_2020_en_938
1126890945402867712,@SweetSP902 I hate you’ll.... but she didn’t tell us that juicy piece tho👀👀 https://t.co/lb2YQGLAFO,HOF,HATE,hasoc_2020_en_1321
1127054686832537605,@milaaa_4K People can be so greedy!!! They need to be thankful that they had even the opportunity to win.… https://t.co/VQhxyphY1x,NOT,NONE,hasoc_2020_en_1507
1123489771689525248,@KelliMorrisonXO You look amazing! But I want to see your pretty face and smile. 😍,NOT,NONE,hasoc_2020_en_3220
1130255918065684481,RT @iAmElijah97: Bruh if you wanna cheat or have the urge to fuck other people. Then just be single you dumb mf. 😂,HOF,PRFN,hasoc_2020_en_1244
1130282518324883458,@jdawsey1 @gtconway3d So spineless a strong wind would blow him away.,HOF,OFFN,hasoc_2020_en_1436
1126847416903270400,"RT @danieljohnsalt: Rachel Johnson saying that Brexit is impossible is probably one of the most dangerous things I've ever heard. 

If Brex…",HOF,OFFN,hasoc_2020_en_4673
1126856824748113923,RT @kekeslime: i needa “bitch I’m coming over” ass friend 😩🙄,HOF,PRFN,hasoc_2020_en_4523
1123555882325938177,"@RepCummings US Marshals need to be on hand to jail Barr, and Congress must remove Trump from office immediately.",HOF,HATE,hasoc_2020_en_1640
1123636090005364737,"@k_ovfefe Because you're an idiot. That is what they are saying, they think were all idiots.",HOF,OFFN,hasoc_2020_en_1054
1130038380484448256,My brother really need to stop showing his ass around on Instagram,HOF,PRFN,hasoc_2020_en_4451
1123660966405857282,"@thorstrilogy FUCK YOU,, said with love",HOF,PRFN,hasoc_2020_en_5299
1123534961141850112,"RT @Pehledesh: Liar and Coward Modi..... Not just Psychopath Modi..

@aartic02 @imMAK02 @Aam_Nationalist @EpicRoflDon @AacharyaSahiiL @Kill…",HOF,OFFN,hasoc_2020_en_386
1130118684624736257,"RT @dbongino: Claiming you’re a “libertarian,” while calling for the impeachment of an innocent man whose constitutional Rights were grotes…",HOF,HATE,hasoc_2020_en_5262
1130325476394668032,"Who allowed me to bleach my hair. What was I going thru. Why did I leave it like this for so long smh, lookin like a damn fool",HOF,PRFN,hasoc_2020_en_2941
1126850088704401408,RT @BeeNasty_: Notifying the ancestors they about to fuck it up https://t.co/oHPhArcTlW,HOF,PRFN,hasoc_2020_en_4030
1123757158569529344,RT @JoshuaRush: I have a small scrape on my hand which I covered with a bandaid because it's uggo,NOT,NONE,hasoc_2020_en_4974
1126902219696214022,i hope the UNI update isn't full priced again-,NOT,NONE,hasoc_2020_en_4329
1123589122185224192,@shayzee10 @goal You can't face them when you play in Europa league probably for the next 10 years 😂,NOT,NONE,hasoc_2020_en_2105
1127025498666799104,"RT @IlhanMN: This is the “unusual” leadership you get when you elect “unusual” candidates.

As a mom of three who never had access to the k…",NOT,NONE,hasoc_2020_en_2107
1123496964929347584,Apparently- I really like hats. I was cleaning out my closet tonight and found all of these awesome treasures. Most… https://t.co/PLt1BAey40,NOT,NONE,hasoc_2020_en_10
1126954598139289600,RT @JuiceGawdUpNext: Damn this is sad..RIP Russ 🙏🏾 https://t.co/oEhCEgixQI,NOT,NONE,hasoc_2020_en_2917
1126922595633221632,"RT @SmStains007: Modi will never again represent the myriad dreams and aspirations of 2014. Then he was a messiah, ushering in a future too…",HOF,HATE,hasoc_2020_en_341
1123710224332931078,RT @danpfeiffer: No shit https://t.co/nbdeyi0wxl,HOF,PRFN,hasoc_2020_en_2161
1123578724488761345,@I_Marcism @colorblindk1d @NoahCRothman We know you probably legitimately think you are living under a tyrannical l… https://t.co/l26NTwwvQO,NOT,NONE,hasoc_2020_en_816
1130197323647246336,RT @nowthisnews: 'We need to see other people like ourselves to help us define who we are.' — Tony nominated actress @LaurenRidloff is brin…,NOT,NONE,hasoc_2020_en_37
1126860968695406594,RT @SimranAttree: #TrueLifeInitiativeByDSS the dera sacha sauda followers help those who are mentally unstable https://t.co/CCwOYqeeWx,NOT,NONE,hasoc_2020_en_4731
1123706835331108866,"@RepAdamSchiff But like all Rich white men in the government, he'll still have his six figure job with bonuses tomorrow!",NOT,NONE,hasoc_2020_en_2604
1130191350945726466,Spring Commencement 2019 recap https://t.co/jD62M02iuS https://t.co/TG1K7OYrFl,NOT,NONE,hasoc_2020_en_4951
1123791107270246401,"RT @piiidgeon: Anyways what we've learned tonight is that kpoppies suck balls, it's immature to call people emo as in insult and go stan an…",HOF,PRFN,hasoc_2020_en_2000
1126736406280204289,"“You just need some TLC, THC, long dick and Hennessy...yea that’s me.” 

Me: 😩😩😩😩",HOF,PRFN,hasoc_2020_en_2491
1123742335920218115,WELL YOU HURT CAT TOO BY GETTING HER HUSBAND KILLED SO FUCK YOU PETYR,HOF,PRFN,hasoc_2020_en_4834
1130244480181841920,RT @MattWalshBlog: You can do all that and even write embarrassingly stupid tweets like this. Just don’t kill any humans and everything wil…,NOT,NONE,hasoc_2020_en_3244
1126888261031473153,off the rack ass,HOF,PRFN,hasoc_2020_en_2861
1123739026610106369,HERE WE FUCKING GO,HOF,PRFN,hasoc_2020_en_5118
1126980665776529409,@NoNamePat @asherjpal @SupDogsECU Same here. I live in town and lunch on the rooftop bar was awesome today.,NOT,NONE,hasoc_2020_en_3958
1130154294282543104,RT @peachyabstract: This is so fucking cool man big respect https://t.co/sHOAFaZO7S,HOF,PRFN,hasoc_2020_en_3877
1130197315225047040,RT @Eric_M888: Suck it Choi,HOF,PRFN,hasoc_2020_en_2077
1126806807668674560,"RT @BruceVH: “When you've found The One, you want everyone in your life to meet her, and get to know her.” Please meet my One, my wife, Eli…",NOT,NONE,hasoc_2020_en_2976
1130159088346849281,RT @yafavdeyj: if i love you and you need me just know i’m a call away.,NOT,NONE,hasoc_2020_en_3624
1123735167841992711,RT @flirtaeguk: they look so damn expensive🔥 https://t.co/ydizkkPGAq,HOF,PRFN,hasoc_2020_en_1938
1130023780095598593,Bitch 💀,HOF,PRFN,hasoc_2020_en_4185
1126918132889804800,@spittinchiclets Umm... MJ doesn’t know what he’s talking about.  Jamie Benn has a massive hook.  This is his authe… https://t.co/PpwmTh3GW7,NOT,NONE,hasoc_2020_en_4346
1126793339737534465,RT @mr_c3p0: Which is why u dumb bums need to stop getting your lashes done from any random lash “tech”. Make sure they’re certified at lea…,HOF,PRFN,hasoc_2020_en_1181
1126812574828285953,"RT @chamwink: daniel ig update with a long letter😭

he said he wrote this as he want to deliver the news personally to fans who have waited…",NOT,NONE,hasoc_2020_en_368
1127026098473246720,The People who are crazy enough to think they can #change the #world are the ones who do - Steve Jobs… https://t.co/8N9nJ33VRv,NOT,NONE,hasoc_2020_en_4675
1123743531271630848,RT @mcucevans: “let’s go get this son of a bitch” https://t.co/LaBiEgarAY,HOF,PRFN,hasoc_2020_en_1070
1130015680894578690,@thobbyvincent @SubDeliveryZone @shattawalegh @stonebwoyb I thought he was left before,NOT,NONE,hasoc_2020_en_2678
1130119120832253954,"RT @kyungseng: Kyungsoo: “Someday I want to do music that I want to do. Because I also like singing, I don’t know when it will be, but I th…",NOT,NONE,hasoc_2020_en_2031
1123683284288978946,@evesluisa @howaboutno424 @PapaDioum “ I’m going to go now “ 😂😂😂😂😂😂,NOT,NONE,hasoc_2020_en_1029
1127065248094150661,@amandapanda_5 A big mood,NOT,NONE,hasoc_2020_en_365
1123550488451067904,RT @ChickenColeman: This is RACIST!!!!!! https://t.co/lalIrdBX1d,NOT,NONE,hasoc_2020_en_995
1123755396961796097,I feel sick 🤕,NOT,NONE,hasoc_2020_en_1094
1126975188007038977,Bitch I’m me ion gotta explain,HOF,PRFN,hasoc_2020_en_4534
1130334078912409600,RT @idillionaire: You’re going to start having more energy to do what you came here to do. Your purpose will revel itself and the supply wi…,NOT,NONE,hasoc_2020_en_3942
1123656885348065280,"RT @notk4iley: .@UMG so uh, fuck you guys. i don’t make any money off posting my 30 second covers on twitter. fuck you for censoring creati…",HOF,PRFN,hasoc_2020_en_1150
1127059757762850816,"@Mimirocah1 @JamieOCitizen This reminds me of how dictators in third world countries work. Huh, guess that’s America now",NOT,NONE,hasoc_2020_en_112
1130299891132096512,GoT finale... I’m fine with it... a bit underwhelmed. However the highlight was 100% Jon finally giving Ghost his p… https://t.co/kuHWL0jXfj,NOT,NONE,hasoc_2020_en_706
1123646294742974465,"RT @HornyFacts: when a guy picks up ur chin to kiss you like yess that's what I like, u go, u get it",NOT,NONE,hasoc_2020_en_2239
1126858783496425472,RT @fcukyoongi: i feel bad for all the people who got to be managers for jin like ...... you really think you’re gonna be able to Manage hi…,NOT,NONE,hasoc_2020_en_2517
1126841758782898176,RT @dr_pepperpixie: sex positive feminism had me thinking that fucking randomers at age 17 was a good idea. i’m supportive of sexual libera…,HOF,PRFN,hasoc_2020_en_1200
1126844233422450688,RT @OfficialChip: There will never be another @DDoubleE7. All u young spittaz tryna copy his style are fake fucking frauds. Shit versions.…,HOF,OFFN,hasoc_2020_en_3031
1123592083376357378,a few hours ago I saw this image and it waz grey and blue now it's pink and white the fuck?,HOF,PRFN,hasoc_2020_en_977
1126876709943422976,RT @djxvertigo: Shit just got lit 💀💀💀 https://t.co/zWwKOqOKBz,HOF,PRFN,hasoc_2020_en_4250
1123504544049065984,"RT @luvbaek4: 🚨Listen eggs .. the gap on twitter is so fucking big and we need to fucking decrease it !! 
Let's get this tweet to 14k RTs a…",HOF,PRFN,hasoc_2020_en_2182
1130019581613862914,"now i have a mean ass cough, my life just keeps getting better and BETTER omg keep it coming",HOF,PRFN,hasoc_2020_en_2198
1126996339886305282,@Externalization Orange who?,NOT,NONE,hasoc_2020_en_5286
1130243595196407808,"@QuancyClayborne Rent out the house, use the money to fund your adventures! Go go go!!",NOT,NONE,hasoc_2020_en_1353
1123564241557032961,RT @Rico_nastyy: Is this real ? What the fuck OMG https://t.co/rIFbDSOYVd,HOF,PRFN,hasoc_2020_en_4960
1126814646806011905,RT @JoeyNoCollusion: You had a coup against the sitting President of the United States lead by a bunch of treasonous scum that previously s…,HOF,HATE,hasoc_2020_en_3786
1126908888643620864,I wanna go out tonight 😩,NOT,NONE,hasoc_2020_en_1183
1130255213426876418,"RT @drtlaleng: Tap water. 
Phuthadithjaba, 19 May 2019. https://t.co/InndLUF1de",NOT,NONE,hasoc_2020_en_947
1129999205680984064,"RT @taekookmemories: When 3/Vocal Line calls for Jin for vocalization
#BTSxMetlife #BTSatMetlife 
 https://t.co/ChwKXzfguL",NOT,NONE,hasoc_2020_en_1425
1130253917365854209,"RT @RetroNewsNow: 📺On May 19, 1977, former President Richard M. Nixon told David Frost: 'Well, when the president does it, that means that…",NOT,NONE,hasoc_2020_en_4297
1130278995105337345,RT @__hipstaaa: niggas that’s not in college be going from school to school like they on tour or some shit 😂,HOF,PRFN,hasoc_2020_en_3369
1123650463897927680,@BigMoneyyK Bitch call me,HOF,OFFN,hasoc_2020_en_1555
1123493664024596481,fuck a cc https://t.co/xgNmLI4okn,HOF,PRFN,hasoc_2020_en_504
1127090820765536257,"RT @stonyshome: this bitch called tony ""wrinkly raisin"" so chris evans fought for our wrinkly stevetony rights https://t.co/A3ew2Q7LJs",HOF,HATE,hasoc_2020_en_1430
1126915406587924481,"@hef4caerphilly @NationCymru Carry on Hef. 🙄 Is that the best you've (or Alex has) got 😂😂😂😂

You're making a fool of yourself tbh love.",NOT,NONE,hasoc_2020_en_3324
1130351627871936513,"RT @thegr8khaaIid: fuck nudes and sex 

call me at 2 am just to tell me you love me",HOF,PRFN,hasoc_2020_en_404
1123504854414979072,"RT @BOBBYPITS: judging from their outfits, this was during their SXSW Festival performance 😂 binhwan being their weird ass selves in the wa…",HOF,PRFN,hasoc_2020_en_4761
1123586102265352193,"@JakeSherman @yashar This isn't a partisan issue. He lied, it's a felony, he needs to go.",NOT,NONE,hasoc_2020_en_3391
1130116268722466817,RT @MisbegottenMan: My daughter's #skullfucking skills have finally surpassed those of her mother. Look at her throat bulge with my cock! #…,HOF,PRFN,hasoc_2020_en_831
1123741023098802176,RT @idkbrosorry: Video of a Nazi getting EGGED bitch https://t.co/Ddo5kRfVfo,HOF,OFFN,hasoc_2020_en_2094
1130339070125625344,RT @alezander: bees really out here throwing ass now 😭 https://t.co/efA9hOMHjV,HOF,PRFN,hasoc_2020_en_213
1126852219385602049,"RT @Complex: 25 years ago today, The Fresh Prince of Bel-Air aired the saddest scene ever.

I'm not crying, you're crying. 
https://t.co/pZ…",NOT,NONE,hasoc_2020_en_1712
1123487766833180673,I never thought I'll found his side acc...,NOT,NONE,hasoc_2020_en_2841
1130161391032098816,RT @BrennenTaylor: Beauty gurus are so problematic... can’t yall just not shit talk eachother and just post videos? This is not some compet…,HOF,HATE,hasoc_2020_en_4686
1127059401238618112,This shit needs to stop broooooooooooooooooooooo. 🧐,HOF,PRFN,hasoc_2020_en_5326
1130243221890555904,"@PalmBae No not unpopular, that bird shit is disgusting",HOF,PRFN,hasoc_2020_en_3635
1126870477203357696,"Everyone, keep in mind na I’m less than 180 followers away from my goal tapos ipapadraw ko na yung TXT Album ko. Please anticipate! 💙",NOT,NONE,hasoc_2020_en_4040
1126999452059877377,"@YeetoDaCheeto I doubt they'll help me
They'll probably just be like
""wElL, yOu ShOuLd'Ve dOnE YOuR hOmeWoRK""",NOT,NONE,hasoc_2020_en_2984
1123714322167992321,"RT @baesuals: ""when you're comfortable with each other"" https://t.co/Bx0NwQLL67",NOT,NONE,hasoc_2020_en_4772
1123699889546956802,"@Notamuggle11 @avengerlars Wales, Like 1 hour away from Swansea.",NOT,NONE,hasoc_2020_en_1211
1126891591321493504,@Mativenko80 Not least fucking Farage and Anunziata...,HOF,PRFN,hasoc_2020_en_4861
1123573666158141440,@kellysherlock1 @SLJBikeLover_46 Get a clout house,NOT,NONE,hasoc_2020_en_1954
1126951070742138880,"RT @father: my girlfriend: damn, kim and kanye are having another baby. they should name it wild

me: wild? why?...wild west?",NOT,NONE,hasoc_2020_en_3164
1123576979666526211,@Apex_sH @Sunset99_ She a fucking super hero what the hell this is one of my favorite videos ever 🙏🏽🙌🏽,HOF,PRFN,hasoc_2020_en_4232
1123767325583446017,RT @imnotthatsad: I’m going to continue to better/love myself. I’m going to be a beauty manager. I’m going to get my shit together. I’m goi…,HOF,PRFN,hasoc_2020_en_3905
1123811818739249154,"RT @sweatyhairy: I like those nike shirts that just say somethin like ""FUCK SLEEP"" or ""HARDEST DICK IN THE ROOM"" on the front",HOF,PRFN,hasoc_2020_en_467
1126790500214767617,"RT @Fvrrara: THIS GAME FUCKING SUCKS DOGG!!! FUCKKKKKKKKKKKKKKKK!!!!!!!!! 
SEASON 9 TODAY SHOULD BE EVEN BETTER......... https://t.co/Nu3X1…",HOF,PRFN,hasoc_2020_en_1745
1126978274985431042,RT @thehill: Poll: 45 percent of Americans say Trump should be impeached https://t.co/zbtetoUUfW https://t.co/2GQoRqr0NP,HOF,HATE,hasoc_2020_en_1415
1123610970327097344,"arya and the walkers are giving me anxiety, like what the fuck man",HOF,PRFN,hasoc_2020_en_323
1126970012231716865,"RT @RICOVTHEG: Plot twist: You can still contract STD’s from using condoms or just oral.

Get checked, people. Routinely. https://t.co/cbtZ…",HOF,PRFN,hasoc_2020_en_5325
